URL,Size(Bytes),# of OutLinks,Content Type
nytimes.com/2016/12/09/world/americas/canada-carbon-emissions-taxes-cap-and-trade.html,262303,113,text/html
nytimes.com/2021/07/08/us/politics/michigan-trump-impeachment.html,337759,122,text/html
nytimes.com/2015/05/10/books/review/maggie-nelsons-the-argonauts.html,273193,114,text/html
nytimes.com/2001/05/31/books/books-of-the-times-uninvited-guests-wearing-you-down-listen-to-opera.html,254415,115,text/html
nytimes.com/2012/08/19/books/review/lionel-asbo-by-martin-amis.html,266853,113,text/html
nytimes.com/2023/06/22/arts/music/kesha-dr-luke-settle-lawsuit.html,274413,110,text/html
nytimes.com/2021/10/15/arts/music/finneas-optimist.html,305719,123,text/html
nytimes.com/2016/05/29/books/review/secondhand-time-by-svetlana-alexievich.html,286942,119,text/html
nytimes.com/es/interactive/2023/espanol/elecciones-2024-usa-candidatos.html,688353,118,text/html
nytimes.com/2012/05/06/books/review/the-passage-of-power-robert-caros-new-lbj-book.html,319830,117,text/html
nytimes.com/2009/04/19/books/review/iyer-t.html,259023,110,text/html
nytimes.com/es/2024/05/18/espanol/billie-eilish-hit-me-hard-and-soft.html,278288,128,text/html
nytimes.com/2013/10/20/arts/music/this-bubble-gum-too-shall-pop.html,275283,108,text/html
nytimes.com/2017/07/24/books/review-ayobami-adebayo-stay-with-me.html,291740,117,text/html
nytimes.com/2018/07/23/books/review-convenience-store-woman-sayaka-murata.html,293280,118,text/html
nytimes.com/2004/04/11/books/what-clarke-knew-and-when-he-knew-it.html,261683,112,text/html
nytimes.com/2013/03/06/world/americas/hugo-chavez-venezuelas-polarizing-leader-dies-at-58.html,394899,117,text/html
nytimes.com/2021/01/12/business/media/mypillow-mike-lindell-trump.html,294784,123,text/html
nytimes.com/2018/09/17/books/review/esi-edugyan-washington-black.html,285927,114,text/html
nytimes.com/2014/02/16/magazine/emma-wolfe-mayor-de-blasios-secret-weapon.html,275842,109,text/html
nytimes.com/interactive/2022/11/08/us/elections/results-voting-rights.html,597570,325,text/html
nytimes.com/2022/01/24/arts/music/silvana-estrada-marchita.html,302165,115,text/html
nytimes.com/elections/2012/results/president.html,279973,102,text/html
nytimes.com/2022/10/17/nyregion/garbage-nyc-sidewalk-timing.html,329436,115,text/html
nytimes.com/2023/08/01/books/review/waiting-to-be-arrested-at-night-tahir-hamut-izgil.html,307746,128,text/html
nytimes.com/2020/11/23/us/politics/election-michigan-board-state-canvassers.html,296526,109,text/html
nytimes.com/2004/11/28/books/arts/acts-of-devotion.html,267446,111,text/html
nytimes.com/2022/10/28/books/review/shehan-karunatilaka-seven-moons-maali-almeida.html,299264,118,text/html
nytimes.com/2022/10/29/books/review/the-grimkes-kerri-greenidge.html,303624,117,text/html
nytimes.com/2022/05/09/arts/television/netflix-is-a-joke-comedy-festival.html,339263,119,text/html
nytimes.com/2019/03/29/arts/music/billie-eilish-when-we-all-fall-asleep-where-do-we-go-review.html,280689,114,text/html
nytimes.com/2013/04/28/books/review/life-after-life-by-kate-atkinson.html,266205,113,text/html
nytimes.com/2017/01/17/books/review-rachel-cusk-transit.html,292736,120,text/html
nytimes.com/es/2021/01/13/espanol/cristianos-trump.html,314774,123,text/html
nytimes.com/2018/11/13/books/review/kiese-laymon-heavy.html,285015,118,text/html
nytimes.com/2024/04/19/arts/music/taylor-swift-album-tortured-poets-department-review.html,323341,130,text/html
nytimes.com/2023/07/30/books/review/ann-patchett-tom-lake.html,325576,140,text/html
nytimes.com/2022/09/25/books/review/stay-true-hua-hsu.html,314842,122,text/html
nytimes.com/2020/03/10/books/review/new-this-week.html,269874,119,text/html
nytimes.com/interactive/2019/08/14/magazine/black-history-american-democracy.html,372877,37,text/html
nytimes.com/2019/02/27/world/canada/trudeau-wilson-raybould-snc-lavalin.html,289135,116,text/html
nytimes.com/2014/10/26/books/review/a-brief-history-of-seven-killings-by-marlon-james-review.html,268735,112,text/html
nytimes.com/2022/02/22/nyregion/cabrera-eric-adams-lgbtq-protests.html,325399,120,text/html
nytimes.com/2021/01/02/us/politics/gop-senators-josh-hawley-election.html,335113,130,text/html
nytimes.com/interactive/2022/11/08/us/elections/results-abortion.html,582422,324,text/html
nytimes.com/2024/09/30/arts/music/kris-kristofferson-myths-music-movies.html,309746,113,text/html
nytimes.com/2024/09/25/nyregion/eric-adams-indictment-timeline.html,335495,138,text/html
nytimes.com/2023/06/14/nyregion/eric-adams-keechant-sewell.html,339344,128,text/html
nytimes.com/2010/11/07/books/review/jcohen-t.html,259064,114,text/html
nytimes.com/interactive/2019/08/14/magazine/1619-america-slavery.html,286348,55,text/html
nytimes.com/2001/09/23/books/growing-accustomed-to-her-face.html,250079,114,text/html
nytimes.com/2023/12/01/business/economy/china-electric-vehicles-rules.html,346870,122,text/html
nytimes.com/2016/04/24/books/review/jay-mcinerney-reviews-hystopia-by-david-means.html,281244,118,text/html
nytimes.com/2024/05/02/arts/television/katt-williams-comedy-netflix-woke-foke.html,335352,114,text/html
nytimes.com/2015/12/02/books/review-in-robin-coste-lewiss-voyage-of-the-sable-venus-poems-on-race.html,297025,116,text/html
nytimes.com/2013/04/21/books/review/the-interestings-by-meg-wolitzer.html,266645,113,text/html
nytimes.com/2019/05/27/books/review-on-earth-were-briefly-gorgeous-ocean-vuong.html,303673,124,text/html
nytimes.com/2017/06/27/movies/review-okja-bong-joon-ho.html,305130,126,text/html
nytimes.com/2018/11/05/books/review/david-w-blight-frederick-douglass.html,313205,128,text/html
nytimes.com/2024/09/22/world/middleeast/un-meeting-war-climate.html,317418,127,text/html
nytimes.com/2019/02/11/world/canada/justin-trudeau-snc-lavalin-ethics-bribery.html,279415,116,text/html
nytimes.com/2013/06/09/books/review/we-need-new-names-by-noviolet-bulawayo.html,256582,112,text/html
nytimes.com/2019/08/13/opinion/hong-kong-protests.html,279440,126,text/html
nytimes.com/2004/05/16/books/do-you-love-me.html,259110,112,text/html
nytimes.com/2020/05/13/us/politics/michael-flynn-john-gleeson-judge.html,428450,125,text/html
nytimes.com/2023/10/27/nyregion/timothy-pearson-migrant-guard.html,282566,112,text/html
nytimes.com/2024/09/24/arts/music/amplifier-newsletter-the-highwaymen-outlaw-country.html,353916,151,text/html
nytimes.com/2019/08/15/world/canada/trudeau-once-the-bright-new-hope-enters-campaign-tarnished-by-scandal.html,284352,116,text/html
nytimes.com/2006/08/27/books/review/eggers.t.html,267298,110,text/html
nytimes.com/2019/02/12/world/canada/trudeau-minister-quits.html,272903,114,text/html
nytimes.com/2023/08/13/world/africa/boat-accident-migrants-dakar-senegal.html,328029,121,text/html
nytimes.com/2012/12/23/books/review/my-brilliant-friend-by-elena-ferrante-and-more.html,272199,112,text/html
nytimes.com/2019/05/25/movies/cannes-film-festival-winners-parasite.html,271450,125,text/html
nytimes.com/2022/11/08/books/review/the-lion-house-christopher-de-bellaigue.html,299506,121,text/html
nytimes.com/2021/02/16/books/review/no-one-is-talking-about-this-patricia-lockwood.html,299575,129,text/html
nytimes.com/2021/10/07/us/politics/religious-conservative-michael-farris-lawsuit-2020-election.html,315872,122,text/html
nytimes.com/2023/06/12/nyregion/keechant-sewell-resign-nypd.html,314020,112,text/html
nytimes.com/2023/05/20/books/review/javier-marias-tomas-nevinson.html,294587,120,text/html
nytimes.com/2014/10/05/books/review/charles-m-blows-fire-shut-up-in-my-bones.html,272115,113,text/html
nytimes.com/2013/04/28/books/review/rachel-kushners-flamethrowers.html,266065,113,text/html
nytimes.com/interactive/2023/10/28/world/africa/africa-youth-population.html,1069680,163,text/html
nytimes.com/interactive/2024/books/reader-best-books-21st-century.html,307067,275,text/html
nytimes.com/interactive/2022/us/elections/midterm-elections-calendar.html,291316,158,text/html
nytimes.com/2024/09/30/arts/music/kris-kristofferson-sinead-oconnor.html,291605,114,text/html
nytimes.com/2023/02/27/us/politics/chips-act-biden-commerce-department.html,319319,123,text/html
nytimes.com/2019/08/12/theater/audible-margaret-trudeau-diana-nyad.html,264359,115,text/html
nytimes.com/2020/07/19/us/politics/roger-stone-mo-kelly-slur.html,283566,107,text/html
nytimes.com/2022/02/01/books/review/vladimir-julia-may-jonas.html,282505,119,text/html
nytimes.com/2023/05/03/business/ira-climate-tax-breaks-biden.html,322999,121,text/html
nytimes.com/2024/09/29/obituaries/kris-kristofferson-dead.html,333999,121,text/html
nytimes.com/2024/07/15/world/europe/ukraine-jd-vance.html,288671,119,text/html
nytimes.com/2024/09/27/nyregion/judge-ho-eric-adams.html,270041,115,text/html
nytimes.com/2004/11/14/books/review/runaway-alices-wonderland.html,292872,112,text/html
nytimes.com/2022/12/13/world/africa/african-union-macky-sall-senegal-summit.html,309222,114,text/html
nytimes.com/2018/07/13/books/review/dag-solstad-armand-v-t-singer.html,276353,114,text/html
nytimes.com/2006/05/07/books/review/foreign-exchange.html,258578,112,text/html
nytimes.com/2016/02/07/books/review/the-vegetarian-by-han-kang.html,284153,119,text/html
nytimes.com/2006/06/08/garden/08montana.html,274098,101,text/html
nytimes.com/2021/01/06/business/election-fraud.html,302335,129,text/html
nytimes.com/2024/09/18/t-magazine/sichuan-peppers.html,365634,128,text/html
nytimes.com/2015/04/05/books/review/the-sympathizer-by-viet-thanh-nguyen.html,286321,113,text/html
nytimes.com/2018/03/09/books/review/sigrid-nunez-the-friend.html,281621,118,text/html
nytimes.com/2024/03/25/world/africa/senegal-presidential-election-results.html,310252,120,text/html
nytimes.com/2023/04/18/books/review/kantika-elizabeth-graver.html,312749,121,text/html
nytimes.com/2024/09/26/nyregion/eric-adams-defense-conspiracy-theories-race.html,273652,112,text/html
nytimes.com/2024/04/19/world/europe/trump-ukraine-eastern-europe.html,339882,130,text/html
nytimes.com/2023/02/09/business/us-china-investing-tech-biden.html,339824,131,text/html
nytimes.com/2003/05/11/books/god-looked-like-marx.html,250227,111,text/html
nytimes.com/2017/05/16/us/politics/james-comey-trump-flynn-russia-investigation.html,361199,135,text/html
nytimes.com/2019/08/14/us/anti-immigration-cordelia-scaife-may.html,792074,134,text/html
nytimes.com/2016/02/14/books/review/the-good-death-when-breath-becomes-air-and-more.html,314438,112,text/html
nytimes.com/2024/09/30/arts/music/kris-kristofferson-photos.html,371431,103,text/html
nytimes.com/2024/09/26/nyregion/adams-hochul-removal.html,319066,117,text/html
nytimes.com/2024/03/28/world/africa/senegal-faye-president-home.html,357038,118,text/html
nytimes.com/2005/10/23/books/review/veronica-two-girls-alive-and-dead.html,251692,111,text/html
nytimes.com/2006/06/18/books/review/18wilsey.html,262656,109,text/html
nytimes.com/2024/06/27/nyregion/how-the-nypd-quietly-shuts-down-discipline-cases-against-officers.html,329325,117,text/html
nytimes.com/2018/06/14/t-magazine/agnes-denes-art.html,317204,107,text/html
nytimes.com/2012/02/12/books/review/katherine-boos-behind-the-beautiful-forevers-explores-a-mumbai-slum.html,301795,101,text/html
nytimes.com/2021/01/20/technology/qanon-inauguration.html,281175,115,text/html
nytimes.com/2021/06/02/us/politics/jan-6-capitol-riot-guilty-plea.html,252081,110,text/html
nytimes.com/1996/07/02/movies/film-review-space-aliens-action-and-a-chance-to-save-the-planet.html,255632,103,text/html
nytimes.com/2024/05/18/world/africa/senegal-io-capitano-migration.html,346927,117,text/html
nytimes.com/2024/10/01/nyregion/eric-adams-press-conference.html,309387,117,text/html
nytimes.com/2023/03/27/business/economy/us-japan-battery-minerals-deal.html,290011,111,text/html
nytimes.com/2008/04/20/books/review/thomas-t.html,257747,110,text/html
nytimes.com/2019/08/16/health/uber-lyft-elderly.html,341006,120,text/html
nytimes.com/2000/03/23/books/books-of-the-times-the-professor-s-still-a-prof-but-the-showgirl-s-a-student.html,255929,115,text/html
nytimes.com/2023/05/12/business/china-anti-espionage-law.html,331143,127,text/html
nytimes.com/es/2021/01/08/espanol/estados-unidos/ashli-babbitt.html,313730,126,text/html
nytimes.com/2019/12/16/arts/television/watchmen-finale.html,320965,130,text/html
nytimes.com/2011/11/13/books/review/the-sense-of-an-ending-by-julian-barnes-book-review.html,261420,112,text/html
nytimes.com/2023/07/17/nyregion/edward-caban-latino-police-commissioner-ny.html,372777,123,text/html
nytimes.com/2024/09/17/t-magazine/espace-aygo-house.html,384430,107,text/html
nytimes.com/2016/07/03/books/review/grief-is-the-thing-with-feathers-by-max-porter.html,262701,116,text/html
nytimes.com/2021/01/05/arts/television/bridgerton-race-netflix.html,331531,134,text/html
nytimes.com/2023/02/03/arts/television/three-body-review.html,287668,128,text/html
nytimes.com/2024/09/12/world/africa/us-un-security-council-africa-permanent-seats.html,308392,110,text/html
nytimes.com/2023/12/11/us/politics/trump-supreme-court-immunity-election-case.html,379349,129,text/html
nytimes.com/2021/07/09/us/politics/stewart-rhodes-oath-keepers-fbi.html,273525,116,text/html
nytimes.com/2020/11/24/us/politics/trump-is-said-to-plan-pardon-of-flynn.html,287941,121,text/html
nytimes.com/2024/09/26/nyregion/nyc-mayor-eric-adams-indictment-takeaways.html,327197,119,text/html
nytimes.com/2011/03/06/books/review/buckley-t.html,279337,116,text/html
nytimes.com/2024/10/01/nyregion/eric-adams-prosecutors-leaks.html,314162,120,text/html
nytimes.com/2020/01/14/us/politics/michael-flynn-withdraws-guilty-plea.html,296388,115,text/html
nytimes.com/2023/12/22/us/politics/trump-supreme-court-immunity.html,301234,121,text/html
nytimes.com/2021/08/26/us/politics/capitol-police-ashli-babbitt.html,289441,118,text/html
nytimes.com/2020/11/24/us/pennsylvania-certifies-election-biden.html,269427,104,text/html
nytimes.com/2019/08/01/arts/television/the-terror-george-takei.html,323024,131,text/html
nytimes.com/2024/03/09/world/middleeast/yazan-kafarneh-gaza-starvation.html,315914,121,text/html
nytimes.com/2022/01/05/us/politics/jan-6-capitol-riot-investigation.html,353792,123,text/html
nytimes.com/2021/04/02/arts/television/bridgerton-netflix-rege-jean-page.html,282861,129,text/html
nytimes.com/2018/04/09/books/review/overstory-richard-powers.html,293732,117,text/html
nytimes.com/2021/01/06/us/politics/congress-gop-subvert-election.html,353342,124,text/html
nytimes.com/2001/09/30/books/something-up-his-sleeve.html,254290,113,text/html
nytimes.com/2020/12/18/arts/television/bridgerton-netflix-shonda-rhimes.html,334758,129,text/html
nytimes.com/2021/01/07/arts/what-are-sedition-charges.html,298738,117,text/html
nytimes.com/2019/04/12/arts/television/game-of-thrones-season-8.html,318199,137,text/html
nytimes.com/2020/11/20/us/politics/georgia-certifies-bidens-victory-hours-after-premature-announcement.html,320480,105,text/html
nytimes.com/2018/12/20/us/politics/jim-mattis-defense-secretary-trump.html,366861,127,text/html
nytimes.com/2021/06/01/us/politics/flynn-coup-gohmert-qanon.html,268226,113,text/html
nytimes.com/2019/08/15/technology/personaltech/i-shared-my-phone-number-i-learned-i-shouldnt-have.html,336487,124,text/html
nytimes.com/2024/09/30/nyregion/adams-lawyer-indictment-defense.html,319350,120,text/html
nytimes.com/2012/02/27/books/house-of-stone-a-memoir-by-anthony-shadid.html,304263,113,text/html
nytimes.com/2020/11/26/us/politics/trump-election-loss.html,318586,121,text/html
nytimes.com/es/2024/07/01/espanol/fallo-corte-suprema-inmunidad-presidencial-trump.html,298457,118,text/html
nytimes.com/2019/08/14/world/canada/trudeau-ethics.html,291812,121,text/html
nytimes.com/2014/11/11/books/liu-cixins-the-three-body-problem-is-published-in-us.html,269576,115,text/html
nytimes.com/2012/03/28/us/hutaree-militia-members-acquitted-of-sedition.html,248253,107,text/html
nytimes.com/2024/04/11/us/politics/kamala-harris-abortion-biden-democrats.html,377420,134,text/html
nytimes.com/2019/10/30/arts/television/emily-dickinson-apple.html,325953,138,text/html
nytimes.com/2016/08/07/books/review/joy-williams-ninety-nine-stories-of-god.html,280115,119,text/html
nytimes.com/es/2021/01/13/espanol/pence-trump-distanciamiento.html,308319,129,text/html
nytimes.com/interactive/2021/09/21/us/trump-campaign-memo.html,286872,113,text/html
nytimes.com/2022/08/24/books/review/black-folk-could-fly-randall-kenan.html,310362,124,text/html
nytimes.com/2020/04/30/arts/television/hollywood-review.html,297866,136,text/html
nytimes.com/2014/04/24/us/politics/rancher-proudly-breaks-the-law-becoming-a-hero-in-the-west.html,319502,113,text/html
nytimes.com/2017/09/20/sports/jake-lamotta-dead.html,298776,104,text/html
nytimes.com/2019/05/18/arts/television/game-of-thrones-season-8.html,311657,130,text/html
nytimes.com/2020/12/10/us/trump-election-lawsuit-states.html,332763,126,text/html
nytimes.com/2019/08/13/world/canada/mcleod-schmegelsky-canada-murders.html,304883,113,text/html
nytimes.com/2023/12/01/us/politics/trump-chutkan-immunity.html,311454,120,text/html
nytimes.com/2020/12/08/us/politics/michael-flynn-case-dismissed.html,313247,121,text/html
nytimes.com/2024/08/09/world/middleeast/israel-offensive-peace-talks.html,335851,124,text/html
nytimes.com/1997/11/14/movies/theater-review-cub-comes-of-age-a-twice-told-cosmic-tale.html,263265,106,text/html
nytimes.com/2024/06/28/us/supreme-court-jan-6-obstruction.html,306638,114,text/html
nytimes.com/2024/08/24/us/universities-campus-protests-rules.html,336122,119,text/html
nytimes.com/2019/08/14/realestate/house-hunting-in-canada.html,421711,118,text/html
nytimes.com/2020/11/23/us/politics/trump-transition-biden.html,344925,127,text/html
nytimes.com/2020/08/18/world/middleeast/hariri-assassination-trial-hague.html,382216,120,text/html
nytimes.com/interactive/2021/02/14/us/roger-stone-capitol-riot.html,261855,116,text/html
nytimes.com/2004/10/31/books/review/the-line-of-beauty-the-last-good-summer.html,254502,111,text/html
nytimes.com/2021/01/27/business/mike-lindell-mypillow.html,322705,119,text/html
nytimes.com/2021/04/29/us/politics/pence-speech-biden-trump.html,275867,109,text/html
nytimes.com/es/2024/08/01/espanol/plan-asesinato-haniyeh-hamas.html,325779,122,text/html
nytimes.com/2023/11/17/books/review/new-short-stories-collections.html,294048,114,text/html
nytimes.com/2014/11/30/us/on-rooftops-of-ferguson-volunteers-with-guns.html,276392,114,text/html
nytimes.com/es/2024/09/28/espanol/mundo/hassan-nasrallah-lider-hizbula-asesinado.html,348735,122,text/html
nytimes.com/2024/04/23/business/china-auto-factories-price-cuts.html,333764,112,text/html
nytimes.com/interactive/2024/05/13/us/elections/times-siena-poll-registered-voter-crosstabs.html,4077398,107,text/html
nytimes.com/2022/04/23/us/politics/mark-meadows-jan-6-trump.html,300923,122,text/html
nytimes.com/2024/02/06/us/politics/trump-immunity-appeals-court.html,359755,121,text/html
nytimes.com/2020/11/26/us/politics/trump-election-georgia.html,346052,118,text/html
nytimes.com/2024/07/19/world/middleeast/houthis-drone-strike-tel-aviv.html,348990,122,text/html
nytimes.com/2020/11/27/world/europe/trump-who-tedros-china-virus.html,342281,124,text/html
nytimes.com/2024/03/04/us/politics/trump-supreme-court-colorado-ballot.html,349747,123,text/html
nytimes.com/2024/09/18/us/politics/trump-tax-cuts.html,341592,122,text/html
nytimes.com/interactive/2022/04/23/us/mark-meadows-jan-6-committee-lawsuit-filing.html,1005270,353,text/html
nytimes.com/2024/03/12/business/china-exports-backlash.html,317871,116,text/html
nytimes.com/2020/07/17/books/review/hamnet-maggie-ofarrell.html,300543,121,text/html
nytimes.com/2021/01/13/us/politics/trump-video-capitol-riot.html,296745,121,text/html
nytimes.com/2021/11/06/us/politics/trump-election-interference-investigation.html,333880,126,text/html
nytimes.com/2022/03/02/books/review/claire-louise-bennett-checkout-19.html,274408,118,text/html
nytimes.com/interactive/2023/11/07/us/elections/times-siena-battlegrounds-registered-voters.html,3989140,106,text/html
nytimes.com/2024/09/29/theater/the-hills-of-california-review.html,305541,117,text/html
nytimes.com/1992/02/17/world/israelis-kill-chief-of-pro-iran-shiites-in-south-lebanon.html,274586,110,text/html
nytimes.com/2024/09/25/us/politics/harris-economic-speech-pro-business.html,337206,119,text/html
nytimes.com/2016/10/25/world/asia/japan-women-married-name.html,298346,121,text/html
nytimes.com/2017/05/08/us/politics/obama-flynn-trump.html,280587,115,text/html
nytimes.com/2018/02/06/movies/black-panther-review-movie.html,370123,131,text/html
nytimes.com/2024/08/18/world/middleeast/israel-settlers-attack-jit-west-bank.html,310445,120,text/html
nytimes.com/2022/04/08/us/politics/january-6-investigation-ali-alexander.html,312570,117,text/html
nytimes.com/2023/08/31/world/asia/china-fukushima-water-protest.html,333852,123,text/html
nytimes.com/es/2024/09/26/espanol/estados-unidos/kamala-harris-entrevista-msnbc.html,286586,113,text/html
nytimes.com/2024/04/18/us/politics/china-exports-biden-industrial-agenda.html,332485,129,text/html
nytimes.com/2005/02/15/world/middleeast/rafik-hariri-expremier-of-lebanon-dies-at-60.html,242860,98,text/html
nytimes.com/2024/10/02/theater/good-bones-public-theater-review.html,287022,113,text/html
nytimes.com/2023/10/01/books/review/lies-and-sorcery-elsa-morante.html,297383,112,text/html
nytimes.com/2021/08/24/magazine/eric-coomer-dominion-election.html,459782,126,text/html
nytimes.com/2000/07/03/world/mexico-election-overview-challenger-mexico-wins-governing-party-concedes.html,287883,110,text/html
nytimes.com/2021/09/18/world/middleeast/iran-nuclear-fakhrizadeh-assassination-israel.html,552803,136,text/html
nytimes.com/2023/05/02/books/review/covenant-of-water-abraham-verghese.html,296459,119,text/html
nytimes.com/2022/10/07/theater/latanya-richardson-jackson-the-piano-lesson.html,321839,122,text/html
nytimes.com/2024/02/08/us/politics/biden-inflation-reduction-act-cost.html,286103,119,text/html
nytimes.com/2024/09/25/us/politics/trump-taxes-tariffs-economy.html,354656,123,text/html
nytimes.com/2017/12/20/world/canada/trudeau-aga-khan.html,284125,118,text/html
nytimes.com/2023/10/25/world/middleeast/un-security-council-guterres-israel.html,296410,115,text/html
nytimes.com/2024/02/29/world/asia/japan-economy-population-politics.html,324718,127,text/html
nytimes.com/1994/06/15/movies/review-film-the-hero-within-the-child-within.html,274981,105,text/html
nytimes.com/2024/08/31/us/elections/abortion-polls-women-trump-harris.html,414060,123,text/html
nytimes.com/interactive/2017/05/09/us/politics/document-white-house-fires-james-comey.html,84852,31,text/html
nytimes.com/2024/09/12/magazine/unrwa-gaza-war.html,423537,122,text/html
nytimes.com/es/interactive/2021/03/25/us/ataque-capitolio-sicknick-video.html,223989,111,text/html
nytimes.com/2021/11/12/us/politics/bannon-indicted.html,315183,129,text/html
nytimes.com/2024/04/17/us/politics/biden-trump-china-tariffs.html,297643,123,text/html
nytimes.com/2018/06/06/world/europe/magdalene-laundry-reunion-ireland.html,291279,111,text/html
nytimes.com/2024/10/01/theater/yellow-face-review-daniel-dae-kim.html,303879,119,text/html
nytimes.com/2015/08/30/books/review/the-story-of-the-lost-child-by-elena-ferrante.html,275797,113,text/html
nytimes.com/2024/01/04/books/review/five-survive-holly-jackson.html,297529,114,text/html
nytimes.com/2023/09/02/world/americas/mexico-iguala-students-kidnapping.html,418609,116,text/html
nytimes.com/2009/11/01/books/review/benfey-t.html,260253,113,text/html
nytimes.com/2015/12/11/theater/review-the-color-purple-on-broadway-stripped-to-its-essence.html,400037,119,text/html
nytimes.com/2022/08/06/world/asia/china-exercises-taiwan.html,320664,123,text/html
nytimes.com/2024/04/19/business/chinese-export-surge-solar-boom.html,317814,119,text/html
nytimes.com/2021/07/27/us/jan-6-inquiry.html,428730,125,text/html
nytimes.com/2021/01/11/us/capitol-mob-violence-police.html,339692,117,text/html
nytimes.com/2017/05/09/us/politics/james-comey-fired-fbi.html,360517,133,text/html
nytimes.com/2022/07/08/world/asia/shinzo-abe-assassin-handmade-gun.html,365033,124,text/html
nytimes.com/interactive/2023/12/22/world/europe/beeri-massacre.html,451685,130,text/html
nytimes.com/2022/05/02/us/trump-election-georgia-grand-jury.html,325249,122,text/html
nytimes.com/2022/03/30/us/politics/justice-dept-widens-jan-6-inquiry.html,314385,123,text/html
nytimes.com/2018/06/14/arts/television/the-affair-review-showtime.html,280202,127,text/html
nytimes.com/2024/02/15/business/japan-q4-gdp.html,296876,116,text/html
nytimes.com/2018/05/16/us/politics/crossfire-hurricane-trump-russia-fbi-mueller-investigation.html,393690,131,text/html
nytimes.com/2018/07/12/world/europe/trump-brexit-theresa-may.html,304833,110,text/html
nytimes.com/2022/01/04/technology/apple-google-spotify-podcast-election-misinformation.html,338809,136,text/html
nytimes.com/2023/02/24/movies/the-quiet-girl-us-ireland.html,306611,131,text/html
nytimes.com/1990/04/17/theater/review-theater-a-family-confronts-its-history-in-august-wilson-s-piano-lesson.html,259015,106,text/html
nytimes.com/es/2024/09/30/espanol/america-latina/mexico-lopez-obrador-legado.html,359850,132,text/html
nytimes.com/2020/12/17/movies/ma-raineys-black-bottom-review.html,391803,135,text/html
nytimes.com/article/israel-gaza-hamas-what-we-know.html,349762,153,text/html
nytimes.com/2022/08/31/technology/gpu-chips-china-russia.html,303052,117,text/html
nytimes.com/2024/02/15/movies/berlin-film-festival.html,322936,137,text/html
nytimes.com/2021/03/01/us/politics/antifa-conspiracy-capitol-riot.html,358819,141,text/html
nytimes.com/2021/01/13/video/extremist-signs-symbols-capitol-riot.html,340136,121,text/html
nytimes.com/2018/07/13/us/politics/mueller-indictment-russian-intelligence-hacking.html,380735,122,text/html
nytimes.com/2017/01/11/us/politics/donald-trump-russia-intelligence.html,312161,122,text/html
nytimes.com/2020/10/22/arts/television/the-undoing-review.html,287219,127,text/html
nytimes.com/2014/09/30/us/racketeering-trial-opens-in-altanta-schools-cheating-scandal.html,279517,105,text/html
nytimes.com/2024/07/13/world/middleeast/israel-hamas-deif-mawasi-khan-younis.html,365836,125,text/html
nytimes.com/2021/12/11/world/europe/eric-zemmour-rally-france.html,336057,129,text/html
nytimes.com/2023/10/12/world/asia/unification-church-japan-abe.html,288449,117,text/html
nytimes.com/2017/05/19/us/politics/trump-russia-comey.html,341440,126,text/html
nytimes.com/interactive/2018/07/16/us/elections/russian-interference-statements-comments.html,131130,50,text/html
nytimes.com/2011/02/20/us/politics/20data.html,298661,114,text/html
nytimes.com/2022/08/21/world/africa/benin-art-restitution-exhibition.html,343006,125,text/html
nytimes.com/2020/11/22/technology/china-intel-nvidia-xinjiang.html,350280,135,text/html
nytimes.com/2023/10/19/world/europe/israel-biden-netanyahu-hamas.html,306940,122,text/html
nytimes.com/article/broadway-shows-tickets.html,372596,209,text/html
nytimes.com/2023/01/11/nyregion/george-santos-resume.html,308547,118,text/html
nytimes.com/2023/06/22/world/americas/mexico-electoral-bill-supreme-court.html,294904,112,text/html
nytimes.com/2019/06/14/theater/danielle-brooks-much-ado-about-nothing.html,285039,104,text/html
nytimes.com/2017/06/19/arts/television/better-call-saul-finale-michael-mckean-chuck.html,291738,124,text/html
nytimes.com/2017/06/13/magazine/the-man-behind-trumps-voter-fraud-obsession.html,405469,114,text/html
nytimes.com/interactive/2018/07/16/us/politics/republicans-trump-putin-russia-reaction.html,141324,80,text/html
nytimes.com/2024/05/22/movies/cannes-the-substance-emilia-perez.html,298620,132,text/html
nytimes.com/interactive/2018/05/23/us/politics/trump-mueller-russia.html,188916,31,text/html
nytimes.com/2023/01/07/world/asia/japan-workers-retirement.html,367062,110,text/html
nytimes.com/2005/02/06/books/review/french-women-dont-get-fat-like-champagne-for-chocolate.html,269885,106,text/html
nytimes.com/2024/07/24/world/middleeast/gaza-war-hepatitis-polio.html,299742,119,text/html
nytimes.com/2021/10/20/nyregion/trump-westchester-golf-club-investigation.html,319104,124,text/html
nytimes.com/2020/01/15/world/asia/japan-koizumi-paternity-leave.html,304429,119,text/html
nytimes.com/2017/06/14/us/politics/mueller-trump-special-counsel-investigation.html,288788,123,text/html
nytimes.com/2018/07/13/us/politics/dan-coats-intelligence-russia-cyber-warning.html,268826,105,text/html
nytimes.com/2019/08/08/business/media/tucker-carlson-white-supremacy.html,326397,134,text/html
nytimes.com/2024/09/12/theater/the-roommate-review-lupone-farrow.html,299228,120,text/html
nytimes.com/2023/03/07/world/americas/mexico-military-surveillance.html,330281,122,text/html
nytimes.com/1995/05/21/nyregion/election-chiefs-of-both-parties-fight-charges.html,285045,111,text/html
